AMD Athlon X2 Dual-Core,6400+,3200
AMD Athlon X2 Dual-Core,6000+,3000
AMD Athlon X2 Dual-Core,5600+,2800
AMD Athlon X2 Dual-Core,5400+,2800
AMD Athlon X2 Dual-Core,5200+,2600
AMD Athlon X2 Dual-Core,5200+,2600
AMD Athlon X2 Dual-Core,5200+,2700
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,5000+,2600
AMD Athlon X2 Dual-Core,4800+,2500
AMD Athlon X2 Dual-Core,4800+,2500
AMD Athlon X2 Dual-Core,4800+,2400
AMD Athlon X2 Dual-Core,4800+,2400
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,4400+,2300
AMD Athlon X2 Dual-Core,4400+,2300
AMD Athlon X2 Dual-Core,4400+,2200
AMD Athlon X2 Dual-Core,4400+,2200
AMD Athlon X2 Dual-Core,4200+,2200
AMD Athlon X2 Dual-Core,4200+,2200
AMD Athlon X2 Dual-Core,4200+,2200
AMD Athlon X2 Dual-Core,4000+,2100
AMD Athlon X2 Dual-Core,4000+,2000
AMD Athlon X2 Dual-Core,4000+,2000
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,4800+,2400
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,4400+,2200
AMD Athlon X2 Dual-Core,4400+,2200
AMD Athlon X2 Dual-Core,4200+,2200
AMD Athlon X2 Dual-Core,4200+,2200
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,3800+,2000
AMD Athlon X2 Dual-Core,3600+,1900
AMD Athlon X2 Dual-Core,5400+,2800
AMD Athlon X2 Dual-Core,BE-2350,2100
AMD Athlon X2 Dual-Core,BE-2300,1900
AMD Athlon X2 Dual-Core,BE-2400,2300
AMD Athlon X2 Dual-Core,5600+,2900
AMD Athlon X2 Dual-Core,4850e,2500
AMD Athlon X2 Dual-Core,4450e,2300
AMD Athlon X2 Dual-Core,4050e,2100
AMD Athlon X2 Dual-Core,4600+,2400
AMD Athlon X2 Dual-Core,6000+,3100
AMD Athlon X2 Dual-Core,5400+,2800
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors,4450B,2300
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors, 5000B,2600
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors, 5200B,2700
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors,5400B,2800
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors,  4850B,2500
AMD Business Class- AMD  Athlon - X2 Dual-Core Processors,  5600B,2900
AMD Phenom X3 Triple-Core,8600,2300
AMD Phenom X3 Triple-Core,8400,2100
AMD Phenom X3 Triple-Core,8750,2400
AMD Phenom X3 Triple-Core,8650,2300
AMD Phenom X3 Triple-Core,8450,2100
AMD Phenom X3 Triple-Core,8750,2400
AMD Business Class- AMD Phenom X3 Triple-Core  Processors , 8600B,2300
AMD Business Class- AMD Phenom X3 Triple-Core  Processors ,  8750B,2400
AMD Phenom X4 Quad-Core,9600,2300
AMD Phenom X4 Quad-Core,9500,2200
AMD Phenom X4 Quad-Core,9600,2300
AMD Phenom X4 Quad-Core,9850,2500
AMD Phenom X4 Quad-Core,9750,2400
AMD Phenom X4 Quad-Core,9650,2300
AMD Phenom X4 Quad-Core,9550,2200
AMD Phenom X4 Quad-Core,9750,2400
AMD Phenom X4 Quad-Core,9100e,1800
AMD Phenom X4 Quad-Core,9950,2600
AMD Phenom X4 Quad-Core,9150e,1800
AMD Phenom X4 Quad-Core,9850,2500
AMD Phenom X4 Quad-Core,9350e,2000
AMD Business Class- AMD Phenom X4 Quad-Core Processors, 9600B,2300
AMD Business Class- AMD Phenom X4 Quad-Core Processors,  9750B,2400
 AMD Phenom X4 Quad-Core Processors,9950, 2.6 GHz
 AMD Phenom X4 Quad-Core Processors,9850,  2.5 GHz
 AMD Phenom X4 Quad-Core Processors,9750,  2.4 GHz
 AMD Phenom X4 Quad-Core Processors,9650,  2.3 GHz
 AMD Phenom X4 Quad-Core Processors,9550,  2.2 GHz
 AMD Phenom X4 Quad-Core Processors, 9350e,  2.0 GHz
 AMD Phenom X4 Quad-Core Processors, 9150e,  1.8 GHz
AMD Phenom X3 Triple-Core,8750, 2.4 GHz
AMD Phenom X3 Triple-Core,8650,  2.3 GHz
AMD Phenom X3 Triple-Core,8450,  2.1 GHz
AMD Phenom X3 Triple-Core, 8450e,  2.1 GHz
AMD Phenom X3 Triple-Core, 8250e,  1.9 GHz
AMD Opteron de segunda geração,1210,1800
AMD Opteron de segunda geração,1210,1800
AMD Opteron de segunda geração,1212,2000
AMD Opteron de segunda geração,1212,2000
AMD Opteron de segunda geração,1214,2200
AMD Opteron de segunda geração,1214,2200
AMD Opteron de segunda geração,1216,2400
AMD Opteron de segunda geração,1216,2400
AMD Opteron de segunda geração,1218,2600
AMD Opteron de segunda geração,1218,2600
AMD Opteron de segunda geração,1220,2800
AMD Opteron de segunda geração,1222,3000
AMD Opteron de segunda geração,2210,1800
AMD Opteron de segunda geração,2210,1800
AMD Opteron de segunda geração,2212,2000
AMD Opteron de segunda geração,2212,2000
AMD Opteron de segunda geração,2214,2200
AMD Opteron de segunda geração,2214,2200
AMD Opteron de segunda geração,2216,2400
AMD Opteron de segunda geração,2216,2400
AMD Opteron de segunda geração,2218,2600
AMD Opteron de segunda geração,2218,2600
AMD Opteron de segunda geração,2220,2800
AMD Opteron de segunda geração,2222,3000
AMD Opteron de segunda geração,8212,2000
AMD Opteron de segunda geração,8212,2000
AMD Opteron de segunda geração,8214,2200
AMD Opteron de segunda geração,8214,2200
AMD Opteron de segunda geração,8216,2400
AMD Opteron de segunda geração,8216,2400
AMD Opteron de segunda geração,8218,2600
AMD Opteron de segunda geração,8218,2600
AMD Opteron de segunda geração,8220,2800
AMD Opteron de segunda geração,8222,3000
AMD Opteron de segunda geração,1210HE,1800
AMD Opteron de segunda geração,1212HE,2000
AMD Opteron de segunda geração,1214HE,2200
AMD Opteron de segunda geração,1216HE,2400
AMD Opteron de segunda geração,1218HE,2600
AMD Opteron de segunda geração,1220SE,2800
AMD Opteron de segunda geração,1220SE,2800
AMD Opteron de segunda geração,1222SE,3000
AMD Opteron de segunda geração,2210HE,1800
AMD Opteron de segunda geração,2212HE,2000
AMD Opteron de segunda geração,2212HE,2000
AMD Opteron de segunda geração,2214HE,2200
AMD Opteron de segunda geração,2214HE,2200
AMD Opteron de segunda geração,2216HE,2400
AMD Opteron de segunda geração,2216HE,2400
AMD Opteron de segunda geração,2218HE,2600
AMD Opteron de segunda geração,2220SE,2800
AMD Opteron de segunda geração,2220SE,2800
AMD Opteron de segunda geração,2222SE,3000
AMD Opteron de segunda geração,2224SE,3200
AMD Opteron de segunda geração,8212HE,2000
AMD Opteron de segunda geração,8212HE,2000
AMD Opteron de segunda geração,8214HE,2200
AMD Opteron de segunda geração,8214HE,2200
AMD Opteron de segunda geração,8216HE,2400
AMD Opteron de segunda geração,8216HE,2400
AMD Opteron de segunda geração,8218HE,2600
AMD Opteron de segunda geração,8220SE,2800
AMD Opteron de segunda geração,8220SE,2800
AMD Opteron de segunda geração,8222SE,3000
AMD Opteron de segunda geração,8224SE,3200
AMD Opteron de terceira geração,2347,1900
AMD Opteron de terceira geração,8347,1900
AMD Opteron de terceira geração,8350,2000
AMD Opteron de terceira geração,2344HE,1700
AMD Opteron de terceira geração,2346HE,1800
AMD Opteron de terceira geração,2347HE,1900
AMD Opteron de terceira geração,8346HE,1800
AMD Opteron de terceira geração,8347HE,1900
AMD Opteron de terceira geração,2350,2000
AMD Opteron de terceira geração,2352,2100
AMD Opteron de terceira geração,2350,2000
AMD Opteron de terceira geração,8350,2000
AMD Opteron de terceira geração,2354,2200
AMD Opteron de terceira geração,8354,2200
AMD Opteron de terceira geração,2356,2300
AMD Opteron de terceira geração,8356,2300
AMD Opteron de terceira geração,1356,2300
AMD Opteron de terceira geração,1354,2200
AMD Opteron de terceira geração,1352,2100
AMD Opteron de terceira geração,2358SE,2400
AMD Opteron de terceira geração,2360SE,2500
AMD Opteron de terceira geração,8358SE,2400
AMD Opteron de terceira geração,8360SE,2500
AMD Opteron de terceira geração,2344HE,1700
AMD Opteron de terceira geração,2346HE,1800
AMD Opteron de terceira geração,2347HE,1900
AMD Opteron de terceira geração,8346HE,1800
AMD Athlon,LE-1620,2400
AMD Athlon, LE-1600,2200
AMD Athlon,  4000+,2600
AMD Athlon,  3800+,2400
AMD Athlon,  3800+,2400
AMD Athlon,  3800+,2400
AMD Athlon,  3500+,2200
AMD Athlon,  3500+,2200
AMD Athlon,  3500+,2200
AMD Athlon,  3500+,2200
AMD Athlon,  3500+,2200
AMD Athlon,  4000+,2400
AMD Athlon,  4000+,2400
AMD Athlon,  4000+,2400
AMD Athlon,  3800+,2400
AMD Athlon,  3800+,2400
AMD Athlon, 3800+,2400
AMD Athlon,3800+,2400
AMD Athlon,3700+,2200
AMD Athlon,3700+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3500+,2200
AMD Athlon,3700+,2400
AMD Athlon,3400+,2200
AMD Athlon,3400+,2200
AMD Athlon,3400+,2400
AMD Athlon,3400+,2400
AMD Athlon,3400+,2400
AMD Athlon,3200+,2000
AMD Athlon,3000+,1800
AMD Athlon,3200+,2000
AMD Athlon,3200+,2000
AMD Athlon,3200+,2000
AMD Athlon,3200+,2000
AMD Athlon,3200+,2000
AMD Athlon,3000+,1800
AMD Athlon,3000+,1800
AMD Athlon, 3000+,1800
AMD Athlon, 3000+,1800
AMD Athlon, 3200+,2000
AMD Athlon, 3200+,2000
AMD Athlon, 3200+,2200
AMD Athlon, 3200+,2200
AMD Athlon, 3000+,2000
AMD Athlon, 3000+,2000
AMD Athlon, 3000+,2000
AMD Athlon, 3000+,2000
AMD Athlon, 2800+,1800
AMD Athlon, 2800+,1800
AMD Athlon, 2800+,1800
AMD Athlon,LE-1640,2700
AMD Athlon,LE-1660,2800
AMD Business Class- AMD Athlon Processors,1640B,2700
AMD Athlon FX , FX-74,3000
AMD Athlon FX ,  FX-72,2800
AMD Athlon FX , FX-70,2600
AMD Athlon FX ,FX-62,2800
AMD Athlon FX ,FX-60,2600
AMD Athlon FX ,FX-57,2800
AMD Athlon FX ,FX-55,2600
AMD Athlon FX ,FX-55,2600
AMD Athlon FX ,FX-53,2400
AMD Athlon FX ,FX-53,2400
AMD Athlon FX ,FX-51,2200
AMD Athlon FX ,FX-51,2200
 AMD Sempron, LE-1250,2200
 AMD Sempron,  LE-1200,2100
 AMD Sempron,  LE-1150,2000
 AMD Sempron,  LE-1100,1900
 AMD Sempron,  3800+,2200
 AMD Sempron,  3600+,2000
 AMD Sempron,  3500+,2000
 AMD Sempron,  3500+,2000
 AMD Sempron,  3400+,1800
 AMD Sempron,  3400+,1800
 AMD Sempron,  3400+,1800
 AMD Sempron,  3200+,1800
 AMD Sempron, 3200+,1800
 AMD Sempron,3200+,1800
 AMD Sempron,3000+,1600
 AMD Sempron,3000+,1600
 AMD Sempron,2800+,1600
 AMD Sempron,3400+,2000
 AMD Sempron,3300+,2000
 AMD Sempron,3300+,2000
 AMD Sempron,3300+,2000
 AMD Sempron,3300+,2000
 AMD Sempron,3100+,1800
 AMD Sempron,3100+,1800
 AMD Sempron,3100+,1800
 AMD Sempron,3100+,1800
 AMD Sempron,3100+,1800
 AMD Sempron,3000+,1800
 AMD Sempron,3000+,1800
 AMD Sempron,3000+,1800
 AMD Sempron,3000+,1800
 AMD Sempron,3000+,1800
 AMD Sempron,2800+,1600
 AMD Sempron,2800+,1600
 AMD Sempron,2800+,1600
 AMD Sempron,2800+,1600
AMD Phenom II X6,,
AMD Phenom II X6, 1090T, 3.2GHz
AMD Phenom II X6, 1075T, 3.0GHz
AMD Phenom II X6, 1055T, 2.8GHz
AMD Phenom II X6, 1055T, 2.8GHz
AMD Phenom II X6, 1035T, 2.6GHz
AMD Phenom II X4, ,
AMD Phenom II X4,975, 3.6GHz
AMD Phenom II X4, 965 BE C3, 3.4GHz
AMD Phenom II X4, 965 BE, 3.4GHz
AMD Phenom II X4, 955 BE C3, 3.2GHz
AMD Phenom II X4, 955 BE C3, 3.2GHz
AMD Phenom II X4, 960T, 3.0GHz
AMD Phenom II X4, 945 C3, 3.0GHz
AMD Phenom II X4,945, 3.0GHz
AMD Phenom II X4,940, 3.0GHz
AMD Phenom II X4,925, 2.8GHz
AMD Phenom II X4,920, 2.8GHz
AMD Phenom II X4,910, 2.6GHz
AMD Phenom II X4, 910e C3, 2.6GHz
AMD Phenom II X4, 905e, 2.5GHz
AMD Phenom II X4, 900e, 2.4GHz
AMD Phenom II X4,820, 2.8GHz
AMD Phenom II X4,810, 2.6GHz
AMD Phenom II X4,805, 2.5GHz
AMD Phenom II X3,,
AMD Phenom II X3, B75, 3.0GHz
AMD Phenom II X3, 740 BE, 3.0GHz
AMD Phenom II X3, B73, 2.8GHz
AMD Phenom II X3, 720 BE, 2.8GHz
AMD Phenom II X3,715, 2.8GHz
AMD Phenom II X3, 710 BE, 2.6GHz
AMD Phenom II X3, 705e, 2.5GHz
AMD Phenom II X3, 700e, 2.4GHz
AMD Phenom II X2,,
AMD Phenom II X2, 555 BE C3, 3.2GHz
AMD Phenom II X2, 550 BE, 3.1GHz
AMD Phenom II X2, B55, 3.0GHz
AMD Phenom II X2, 545 BE, 3.0GHz
AMD Phenom II X2, B53, 2.8GHz
AMD Athlon II X4,,
AMD Athlon II X4, 635 C3, 2.9GHz
AMD Athlon II X4, 630 C3, 2.8GHz
AMD Athlon II X4,620, 2.6GHz
AMD Athlon II X4, 605e C3, 2.3GHz
AMD Athlon II X4, 600e, 2.2GHz
AMD Athlon II X3,,
AMD Athlon II X3,450, 3.2GHz
AMD Athlon II X3,445, 3.1GHz
AMD Athlon II X3, 440 C3, 3.0GHz
AMD Athlon II X3, 435 C3, 2.9GHz
AMD Athlon II X3,425, 2.7GHz
AMD Athlon II X3, 415e, 2.5GHz
AMD Athlon II X3, 405e C3, 2.3GHz
AMD Athlon II X3, 400e, 2.2GHz
AMD Athlon II X2,,
AMD Athlon II X2,260, 3.2GHz
AMD Athlon II X2, 255 C3, 3.1GHz
AMD Athlon II X2, 260u, 1.8GHz
AMD Athlon II X2, 260u, 1.6GHz
AMD Athlon II X2, B24, 3.0GHz
AMD Athlon II X2, 250e, 3.0GHz
AMD Athlon II X2, 250 C3, 3.0GHz
AMD Athlon II X2, 245e, 2.9GHz
AMD Athlon II X2, 245 C3, 2.9GHz
AMD Athlon II X2, B22, 2.8GHz
AMD Athlon II X2,240, 2.8GHz
AMD Athlon II X2, 240e, 2.8GHz
AMD Athlon II X2,220, 2.8GHz
AMD Athlon II X2, 235e, 2.7GHz
AMD Athlon II X2,215, 2.7GHz
AMD Sempron X1,,
AMD Sempron X1,180,
AMD Sempron X1,145, 2.8GHz
AMD Sempron X1,140, 2.7GHz
