 Intel Core i5-12400 ,,4.40 GHz
Intel Core i5-7267U,3.50 GHz,3.10 GHz
Intel Core i5-7287U,3.70 GHz,3.30 GHz
Intel Core i5-7300HQ,3.50 GHz,2.50 GHz
Intel Core i5-7300U,3.50 GHz,2.60 GHz
Intel Core i5-7360U,3.60 GHz,2.30 GHz
Intel Core i5-7400,3.50 GHz,3.00 GHz
Intel Core i5-7400T,3.00 GHz,2.40 GHz
Intel Core i5-7440EQ ,3.60 GHz,2.90 GHz
Intel Core i5-7440HQ,3.80 GHz,2.80 GHz
Intel Core i5-7442EQ ,2.90 GHz,2.10 GHz
Intel Core i5-750,3.20 GHz,
Intel Core i5-750,3.20 GHz,2.66 GHz
Intel Core i5-7500,3.80 GHz,3.40 GHz
Intel Core i5-7500T,3.30 GHz,2.70 GHz
Intel Core i5-750S,3.20 GHz,
Intel Core i5-750S,3.20 GHz,2.40 GHz
Intel Core i5-760,3.33 GHz,
Intel Core i5-760,3.33 GHz,2.80 GHz
Intel Core i5-7600,4.10 GHz,3.50 GHz
Intel Core i5-7600K,4.20 GHz,3.80 GHz
Intel Core i5-7600T,3.70 GHz,2.80 GHz
Intel Core i5-7Y54,3.20 GHz,1.20 GHz
Intel Core i5-7Y57,3.30 GHz,1.20 GHz
Intel Core i5-8200Y,3.90 GHz,1.30 GHz
Intel Core i5-8210Y ,3.60 GHz,1.60 GHz
Intel Core i5-8250U,3.40 GHz,1.60 GHz
Intel Core i5-8257U,3.90 GHz,1.40 GHz
Intel Core i5-8259U,3.80 GHz,2.30 GHz
Intel Core i5-8260U ,3.90 GHz,1.60 GHz
Intel Core i5-8265U,3.90 GHz,1.60 GHz
Intel Core i5-8269U,4.20 GHz,2.60 GHz
Intel Core i5-8279U,4.10 GHz,2.40 GHz
Intel Core i5-8300H,4.00 GHz,2.30 GHz
Intel Core i5-8305G  with Radeon Pro WX Vega M GL graphics,3.80 GHz,2.80 GHz
Intel Core i5-8305G  with Radeon RX Vega M GL graphics,3.80 GHz,2.80 GHz
Intel Core i5-8310Y ,3.90 GHz,1.60 GHz
Intel Core i5-8350U,3.60 GHz,1.70 GHz
Intel Core i5-8365U,4.10 GHz,1.60 GHz
Intel Core i5-8365UE ,4.10 GHz,1.60 GHz
Intel Core i5-8400,4.00 GHz,2.80 GHz
Intel Core i5-8400,4.00 GHz,2.80 GHz
Intel Core i5-8400B,4.00 GHz,2.80 GHz
Intel Core i5-8400H,4.20 GHz,2.50 GHz
Intel Core i5-8400T,3.30 GHz,1.70 GHz
Intel Core i5-8500,4.10 GHz,3.00 GHz
Intel Core i5-8500,4.10 GHz,3.00 GHz
Intel Core i5-8500B,4.10 GHz,3.00 GHz
Intel Core i5-8500T,3.50 GHz,2.10 GHz
Intel Core i5-8600,4.30 GHz,3.10 GHz
Intel Core i5-8600K,4.30 GHz,3.60 GHz
Intel Core i5-8600T,3.70 GHz,2.30 GHz
Intel Core i5-9300H,4.10 GHz,2.40 GHz
Intel Core i5-9300HF,4.10 GHz,2.40 GHz
Intel Core i5-9400,4.10 GHz,2.90 GHz
Intel Core i5-9400F,4.10 GHz,2.90 GHz
Intel Core i5-9400H,4.30 GHz,2.50 GHz
Intel Core i5-9400T,3.40 GHz,1.80 GHz
Intel Core i5-9500,4.40 GHz,3.00 GHz
Intel Core i5-9500E ,4.20 GHz,3.00 GHz
Intel Core i5-9500F,4.40 GHz,3.00 GHz
Intel Core i5-9500T,3.70 GHz,2.20 GHz
Intel Core i5-9500TE,3.60 GHz,2.20 GHz
Intel Core i5-9600,4.60 GHz,3.10 GHz
Intel Core i5-9600K,4.60 GHz,3.70 GHz
Intel Core i5-9600KF,4.60 GHz,3.70 GHz
Intel Core i5-9600T,3.90 GHz,2.30 GHz
Intel Core i5-L16G7,3.00 GHz,
Intel Core i5-L16G7,3.00 GHz,1.40 GHz
Intel Core i7-2600,3.80 GHz,
Intel Core i7-2600K,3.80 GHz,
Intel Core i7-2600S,3.80 GHz,
Intel Core i7-2610UE,2.40 GHz,
Intel Core i7-2617M,2.60 GHz,
Intel Core i7-2620M,3.40 GHz,
Intel Core i7-2629M,3.00 GHz,
Intel Core i7-2630QM,2.90 GHz,
Intel Core i7-2635QM,2.90 GHz,
Intel Core i7-2637M,2.80 GHz,
Intel Core i7-2640M,3.50 GHz,
Intel Core i7-2649M,3.20 GHz,
Intel Core i7-2655LE,2.90 GHz,
Intel Core i7-2657M,2.70 GHz,
Intel Core i7-2670QM,3.10 GHz,
Intel Core i7-2675QM,3.10 GHz,
Intel Core i7-2677M,2.90 GHz,
Intel Core i7-2700K,3.90 GHz,
Intel Core i7-2710QE,3.00 GHz,
Intel Core i7-2715QE,3.00 GHz,
Intel Core i7-2720QM,3.30 GHz,
Intel Core i7-2760QM,3.50 GHz,
Intel Core i7-2820QM,3.40 GHz,
Intel Core i7-2860QM,3.60 GHz,
Intel Core i7-2920XM Extreme Edition,3.50 GHz,
Intel Core i7-2960XM Extreme Edition,3.70 GHz,
Intel Core i7-3517U,3.00 GHz,
Intel Core i7-3517UE,2.80 GHz,
Intel Core i7-3520M,3.60 GHz,
Intel Core i7-3537U,3.10 GHz,
Intel Core i7-3540M,3.70 GHz,
Intel Core i7-3555LE,3.20 GHz,
Intel Core i7-3610QE,3.30 GHz,
Intel Core i7-3610QM,3.30 GHz,
Intel Core i7-3612QE,3.10 GHz,
Intel Core i7-3612QM,3.10 GHz,
Intel Core i7-3612QM,3.10 GHz,
Intel Core i7-3615QE,3.30 GHz,
Intel Core i7-3615QM,3.30 GHz,
Intel Core i7-3630QM,3.40 GHz,
Intel Core i7-3632QM,3.20 GHz,
Intel Core i7-3632QM,3.20 GHz,
Intel Core i7-3635QM,3.40 GHz,
Intel Core i7-3667U,3.20 GHz,
Intel Core i7-3687U,3.30 GHz,
Intel Core i7-3689Y,2.60 GHz,
Intel Core i7-3720QM,3.60 GHz,
Intel Core i7-3740QM,3.70 GHz,
Intel Core i7-3770,3.90 GHz,
Intel Core i7-3770K,3.90 GHz,
Intel Core i7-3770S,3.90 GHz,
Intel Core i7-3770T,3.70 GHz,
Intel Core i7-3820QM,3.70 GHz,
Intel Core i7-3840QM,3.80 GHz,
Intel Core i7-610E,3.20 GHz,
Intel Core i7-620LE,2.80 GHz,
Intel Core i7-620LM,2.80 GHz,
Intel Core i7-620M,3.33 GHz,
Intel Core i7-620UE,2.13 GHz,
Intel Core i7-620UM,2.13 GHz,
Intel Core i7-640LM,2.93 GHz,
Intel Core i7-640M,3.46 GHz,
Intel Core i7-640UM,2.27 GHz,
Intel Core i7-660LM,3.06 GHz,
Intel Core i7-660UE,2.40 GHz,
Intel Core i7-660UM,2.40 GHz,
Intel Core i7-680UM,2.53 GHz,
Intel Core i7-720QM,2.80 GHz,
Intel Core i7-740QM,2.93 GHz,
Intel Core i7-820QM,3.06 GHz,
Intel Core i7-840QM,3.20 GHz,
Intel Core i7-860,3.46 GHz,
Intel Core i7-860S,3.46 GHz,
Intel Core i7-870,3.60 GHz,
Intel Core i7-870S,3.60 GHz,
Intel Core i7-875K,3.60 GHz,
Intel Core i7-880,3.73 GHz,
Intel Core i7-920,2.93 GHz,
Intel Core i7-920XM Extreme Edition,3.20 GHz,
Intel Core i7-930,3.06 GHz,
Intel Core i7-940,3.20 GHz,
Intel Core i7-940XM Extreme Edition,3.33 GHz,
Intel Core i7-950,3.33 GHz,
Intel Core i7-960,3.46 GHz,
Intel Core i7-965 Extreme Edition,3.46 GHz,
Intel Core i7-970,3.46 GHz,
Intel Core i7-975 Extreme Edition,3.60 GHz,
Intel Core i7-980,3.60 GHz,
Intel Core i7-980X Extreme Edition,3.60 GHz,
Intel Core i7-990X Extreme Edition,3.73 GHz,
Intel Core2 Duo E6600,,
Intel Core2 Duo E6700,,
Intel Core2 Duo E6750,,
Intel Core2 Duo E6850,,
Intel Core2 Duo E7200,,
Intel Core2 Duo E7300,,
Intel Core2 Duo E7400,,
Intel Core2 Duo E7500,,
Intel Core2 Duo E7600,,
Intel Core2 Duo E8190,,
Intel Core2 Duo E8200,,
Intel Core2 Duo E8300,,
Intel Core2 Duo E8400,,
Intel Core2 Duo E8500,,
Intel Core2 Duo E8600,,
Intel Core2 Duo L7200,,
Intel Core2 Duo L7300,,
Intel Core2 Duo L7400,,
Intel Core2 Duo L7500,,
Intel Core2 Duo L7700,,
Intel Core2 Duo P7350,,
Intel Core2 Duo P7370,,
Intel Core2 Duo P7450,,
Intel Core2 Duo P7550,,
Intel Core2 Duo P7570,,
Intel Core2 Duo P8400,,
Intel Core2 Duo P8600,,
Intel Core2 Duo P8700,,
Intel Core2 Duo P8800,,
Intel Core2 Duo P9500,,
Intel Core2 Duo P9600,,
Intel Core2 Duo P9700,,
Intel Core2 Duo SL9300,,
Intel Core2 Duo SL9380,,
Intel Core2 Duo SL9400,,
Intel Core2 Duo SL9600,,
Intel Core2 Duo SP9300,,
Intel Core2 Duo SP9400,,
Intel Core2 Duo SP9600,,
Intel Core2 Duo SU9300,,
Intel Core2 Duo SU9400,,
Intel Core2 Duo SU9600,,
Intel Core2 Duo T5670,,
Intel Core2 Duo T5750,,
Intel Core2 Duo T5800,,
Intel Core2 Duo T6400,,
Intel Core2 Duo T6500,,
Intel Core2 Duo T6600,,
Intel Core2 Duo T6670,,
Intel Core2 Duo T7100,,
Intel Core2 Duo T7250,,
Intel Core2 Duo T7300,,
Intel Core2 Duo T7400,,
Intel Core2 Duo T7500,,
Intel Core2 Duo T7600,,
Intel Core2 Duo T7700,,
Intel Core2 Duo T7800,,
Intel Core2 Duo T8100,,
Intel Core2 Duo T8300,,
Intel Core2 Duo T9300,,
Intel Core2 Duo T9400,,
Intel Core2 Duo T9500,,
Intel Core2 Duo T9550,,
Intel Core2 Duo T9600,,
Intel Core2 Duo T9800,,
Intel Core2 Duo T9900,,
Intel Core2 Duo U7500,,
Intel Core2 Duo U7500,,
Intel Core2 Duo U7600,,
Intel Core2 Duo U7700,,
Intel Core2 Extreme QX6700,,
Intel Core2 Extreme QX6800,,
Intel Core2 Extreme QX6850,,
Intel Core2 Extreme QX9300,,
Intel Core2 Extreme QX9650,,
Intel Core2 Extreme QX9770,,
Intel Core2 Extreme QX9775,,
Intel Core2 Extreme X6800,,
Intel Core2 Extreme X7800,,
Intel Core2 Extreme X7900,,
Intel Core2 Extreme X9000,,
Intel Core2 Extreme X9100,,
Intel Core2 Quádruplo Q6600,,
Intel Core2 Quádruplo Q6700,,
Intel Core2 Quádruplo Q8200,,
Intel Core2 Quádruplo Q8200S,,
Intel Core2 Quádruplo Q8300,,
Intel Core2 Quádruplo Q8400,,
Intel Core2 Quádruplo Q8400S,,
Intel Core2 Quádruplo Q9000,,
Intel Core2 Quádruplo Q9100,,
Intel Core2 Quádruplo Q9300,,
Intel Core2 Quádruplo Q9400,,
Intel Core2 Quádruplo Q9400S,,
Intel Core2 Quádruplo Q9450,,
Intel Core2 Quádruplo Q9505,,
Intel Core2 Quádruplo Q9505S,,
Intel Core2 Quádruplo Q9550,,
Intel Core2 Quádruplo Q9550S,,
Intel Core2 Quádruplo Q9650,,
Intel Core2 Solo SU3500,,
Intel Core2 Solo SU3500,,
Intel Core2 Solo U2200,,
Intel Core2 Solo ULV SU3300,,
Intel Pentium 4 Extreme Edition SL7CH,3.4GHz,
Intel Pentium 4 Extreme Edition SL7GD,3.4GHz,
Intel Pentium 4 Extreme Edition SL7NF,3.46GHz,
Intel Pentium 4 Extreme Edition SL7RR,3.4GHz,
Intel Pentium 4 Extreme Edition SL7RT,3.46GHz,
Intel Pentium 4 Extreme Edition SL7Z4,3.73GHz,
Intel Pentium 4 Extreme Edition SLTAA,3.0GHz,
Intel Pentium D 805,2.66GHz,
Intel Pentium D 820,2.8GHz,
Intel Pentium D 830,,
Intel Pentium D 915,2.8GHz,
Intel Pentium D 920,2.8GHz,
Intel Pentium D 925,3GHz,
Intel Pentium D 930,3GHz,
Intel Pentium D 935,3.0GHz,
Intel Pentium D 940,3.0GHz,
Intel Pentium D 950,3.4GHz,
Intel Pentium D 960,3.6GHz,
Intel Pentium D945,3.4GHz,
Intel Pentium Extreme Edition 840,,
Intel Pentium Extreme Edition 93.73GHz,,
Intel Pentium Extreme Edition 955,3.46GHz,
Intel Pentium G2100T,6GHz,
Intel Pentium G2120,3.1GHz,
Intel Pentium G2120T,7GHz,
Intel Pentium G2130,3.2GHz,
Intel Pentium G2140,3.3GHz,
Intel Pentium G62,6GHz,
Intel Pentium G620,6GHz,
Intel Pentium G630,7GHz,
Intel Pentium G630T,3GHz,
Intel Pentium G640,8GHz,
Intel Pentium G640T,4GHz,
Intel Pentium G645,9GHz,
Intel Pentium G645T,5GHz,
Intel Pentium G6950,8GHz,
Intel Pentium G6951,8GHz,
Intel Pentium G6960,,
Intel Pentium G840,8GHz,
Intel Pentium G850,9GHz,
Intel Pentium G860,3GHz,
Intel Pentium G860T,6GHz,
Intel Pentium G870,3.1GHz,
Inter Pentium Dual Core E1260,1.8GHz,
Inter Pentium Dual Core E2140,1.6GHz,
Inter Pentium Dual Core E2180,,
Inter Pentium Dual Core E2200,2.0GHz,
Inter Pentium Dual Core E2210,2.0GHz,
Inter Pentium Dual Core E2220,2.4GHz,
Inter Pentium Dual Core E5200,2.5GHz,
Inter Pentium Dual Core E5300,2.6GHz,
Inter Pentium Dual Core E5400,2.7GHz,
Inter Pentium Dual Core E6300,2.8GHz,
Inter Pentium Dual Core E6500,2.93GHz,
Inter Pentium Dual Core E6500K,2.93GHz,
Nome do produto,Frequência turbo max,Frequência baseada em processador
Intel Core 2 Duo E8600,,3.33GHz
Intel Core 2 Duo E8500,,3.16GHz
Intel Core 2 Duo E8400,,3.0GHz
Intel Core 2 Duo E8300,,2.83GHz
Intel Core 2 Duo E8190,,2.66GHz
Intel Core 2 Duo E8200,,2.66GHz
Intel Core 2 Duo E7600,,3.06GHz
Intel Core 2 Duo E7500,,2.93GHz
Intel Core 2 Duo E7400,,2.8GHz
Intel Core 2 Duo E7300,,2.66GHz
Intel Core 2 Duo E7200,,2.53GHz
Intel Core 2 Duo E6850,,3.0GHz
Intel Core 2 Duo E6750,,2.66GHz
Intel Core 2 Duo E6700,,2.66GHz
Intel Core 2 Duo E6600,,2.4GHz
Intel Core 2 Duo E6550,,2.33GHz
Intel Core 2 Duo E6450,,2.33GHz
Intel Core 2 Duo E6420,,2.13GHz
Intel Core 2 Duo E6320,,2.13GHz
Intel Core 2 Duo E6300,,1.86GHz
Intel Core 2 Duo E4700,,2.6GHz
Intel Core 2 Duo E4600,,2.4GHz
Intel Core 2 Duo E4400,,2.0GHz
Intel Core 2 Duo E4300,,1.8GHz
Intel Core 2 Extreme QX9,,
Intel Core 2 Extreme QX9770,,
Intel Core 2 Extreme QX9650,,3.0GHz
Intel Core 2 Extreme QX6850,,3.0GHz
Intel Core 2 Extreme QX6000,,2.93GHz
Intel Core 2 Extreme X6800,,2.93GHz
Intel Core 2 Extreme X7900,,2.8GHz
Intel Core 2 Extreme QX6700,,2.66GHz
Intel Core 2 Extreme X7800,,2.6GHz
Intel Core 2 Quad Q9650,,3.0GHz
Intel Core 2 Quad 79550S,,2.83GHz
Intel Core 2 Quad Q9450,,2.66GHz
Intel Core 2 Quad Q9400S,,2.66GHz
Intel Core 2 Quad Q9300,,2.5GHz
Intel Core 2 Quad Q8400S,,2.66GHz
Intel Core 2 Quad Q8300,,2.5GHz
Intel Core 2 Quad Q8200S,,2.33GHz
Intel Core 2 Quad Q6700,,2.66GHz
Intel Core 2 Quad 6600,,2.4GHz
Intel Pentium G2140,,3.3GHz
Intel Pentium G2130,,3.2GHz
Intel Pentium G2120T,,7GHz
Intel Pentium G2120,,3.1GHz
Intel Pentium G2100T,,6GHz
Intel Pentium G870,,3.1GHz
Intel Pentium G860T,,6GHz
Intel Pentium G860,,3GHz
Intel Pentium G850,,9GHz
Intel Pentium G840,,8GHz
Intel Pentium G6960,,
Intel Pentium G6951,,8GHz
Intel Pentium G6950,,8GHz
Intel Pentium G645T,,5GHz
Intel Pentium G645,,9GHz
Intel Pentium G640T,,4GHz
Intel Pentium G640,,8GHz
Intel Pentium G630T,,3GHz
Intel Pentium G630,,7GHz
Intel Pentium G62,,6GHz
Intel Pentium G620,,6GHz
Intel Pentium Extreme Edition 840,,
Intel Pentium D 830,,
Intel Pentium D 820,,2.8GHz
Intel Pentium D 805,,2.66GHz
Intel Pentium Extreme Edition 93.73GHz,,
Intel Pentium D 960,,3.6GHz
Intel Pentium Extreme Edition 955,,3.46GHz
Intel Pentium D 950,,3.4GHz
Intel Pentium D945,,3.4GHz
Intel Pentium D 940,,3.0GHz
Intel Pentium D 935,,3.0GHz
Intel Pentium D 925,,3GHz
Intel Pentium D 930,,3GHz
Intel Pentium D 915,,2.8GHz
Intel Pentium D 920,,2.8GHz
Intel Pentium 4 Extreme Edition SL7Z4,,3.73GHz
Intel Pentium 4 Extreme Edition SL7RT,,3.46GHz
Intel Pentium 4 Extreme Edition SL7NF,,3.46GHz
Intel Pentium 4 Extreme Edition SL7RR,,3.4GHz
Intel Pentium 4 Extreme Edition SL7GD,,3.4GHz
Intel Pentium 4 Extreme Edition SL7CH,,3.4GHz
Intel Pentium 4 Extreme Edition SLTAA,,3.0GHz
Inter Pentium Dual Core E6500K,,2.93GHz
Inter Pentium Dual Core E6500,,2.93GHz
Inter Pentium Dual Core E6300,,2.8GHz
Inter Pentium Dual Core E5400,,2.7GHz
Inter Pentium Dual Core E5300,,2.6GHz
Inter Pentium Dual Core E5200,,2.5GHz
Inter Pentium Dual Core E2220,,2.4GHz
Inter Pentium Dual Core E2210,,2.0GHz
Inter Pentium Dual Core E2200,,2.0GHz
Inter Pentium Dual Core E2180,,
Inter Pentium Dual Core E1260,,1.8GHz
Inter Pentium Dual Core E2140,,1.6GHz
Intel Celeron G1620,,7GHz
Intel Celeron G1610T,,3GHz
Intel Celeron G1610,,6GHz
Intel Celeron G555,,7GHz
Intel Celeron G550T,,2GHz
Intel Celeron G550,,6GHz
Intel Celeron G540T,,1GHz
Intel Celeron G540,,5GHz
Intel Celeron G530T,,2GHz
Intel Celeron G530,,4GHz
"Intel Celeron G4""1",,"9GHz"""
Intel Celeron G460,,"1,8GHz"
Intel Celeron 450,,2GHz
Intel Celeron 440,,2GHz
Intel Celeron 430,,"1,8GHz"
Intel Celeron 420,,"1,6GHz"
Intel Celeron E1200,,"1,6GHz"
Intel Celeron E1400,,2GHz
Intel Celeron E1500,,2GHz
Intel Core 2 Duo E8600,,
Intel Core 2 Duo E8500,,
Intel Core 2 Duo E8400,,
Intel Core 2 Duo E8300,,
Intel Core 2 Duo E8190,,
Intel Core 2 Duo E8200,,
Intel Core 2 Duo E7600,,
Intel Core 2 Duo E7500,,
Intel Core 2 Duo E7400,,
Intel Core 2 Duo E7300,,
Intel Core 2 Duo E7200,,
Intel Core 2 Duo E6850,,
Intel Core 2 Duo E6750,,
Intel Core 2 Duo E6700,,
Intel Core 2 Duo E6600,,
Intel Core 2 Duo E6550,,
Intel Core 2 Duo E6450,,
Intel Core 2 Duo E6420,,
Intel Core 2 Duo E6320,,
Intel Core 2 Duo E6300,,
Intel Core 2 Duo E4700,,
Intel Core 2 Duo E4600,,
Intel Core 2 Duo E4400,,
Intel Core 2 Duo E4300,,
Intel Core 2 Extreme QX9775,,
Intel Core 2 Extreme QX9770,,
Intel Core 2 Extreme QX9650,,
Intel Core 2 Extreme QX6850,,
Intel Core 2 Extreme QX6000,,
Intel Core 2 Extreme X6800,,
Intel Core 2 Extreme X7900,,
Intel Core 2 Extreme QX6700,,
Intel Core 2 Extreme X7800,,
Intel Core 2 Quad Q9650,,
Intel Core 2 Quad 79550S,,
Intel Core 2 Quad Q9450,,
Intel Core 2 Quad Q9400S,,
Intel Core 2 Quad Q9300,,
Intel Core 2 Quad Q8400S,,
Intel Core 2 Quad Q8300,,
Intel Core 2 Quad Q8200S,,
Intel Core 2 Quad Q6700,,
Intel Core 2 Quad 6600,,
